datetime,postedDatetime,deliveryDate,hourEnding,genSystemWide,COPHSLSystemWide,STWPFSystemWide,WGRPPSystemWide,genLoadZoneSouthHouston,COPHSLLoadZoneSouthHouston,STWPFLoadZoneSouthHouston,WGRPPLoadZoneSouthHouston,genLoadZoneWest,COPHSLLoadZoneWest,STWPFLoadZoneWest,WGRPPLoadZoneWest,genLoadZoneNorth,COPHSLLoadZoneNorth,STWPFLoadZoneNorth,WGRPPLoadZoneNorth,HSLSystemWide,DSTFlag,deliveryDateRequested
2024-08-22 00:00:00,2024-08-23 23:55:08,2024-08-21,24,20937.14,19521.4,21385.5,16963.1,3632.98,3620.9,3691.4,2685.2,15144.75,13662.6,15496.4,12535.7,2159.41,2237.9,2197.7,1742.2,,False,2024-08-21
2024-08-21 23:00:00,2024-08-23 22:55:10,2024-08-21,23,19817.59,17628.2,19912.4,15629.6,3917.54,3366.2,3953.4,2908.8,13811.3,12124.5,13876.0,11089.1,2088.75,2137.5,2083.0,1631.7,,False,2024-08-21
2024-08-21 22:00:00,2024-08-23 21:55:10,2024-08-21,22,16056.52,15721.6,15799.3,11845.8,3371.07,3297.3,3262.1,2255.7,10639.8,10322.5,10501.7,7990.9,2045.65,2101.8,2035.5,1599.2,,False,2024-08-21
2024-08-21 21:00:00,2024-08-23 20:55:08,2024-08-21,21,12236.11,12363.9,12295.3,8912.5,2712.15,3259.2,2718.5,1822.9,7757.16,7406.9,7775.5,5732.4,1766.8,1697.8,1801.3,1357.2,,False,2024-08-21
2024-08-21 20:00:00,2024-08-23 19:55:08,2024-08-21,20,9204.02,8716.9,9138.4,6266.6,2512.77,2673.9,2576.9,1707.1,5083.79,4808.3,4870.7,3283.6,1607.46,1234.7,1690.8,1275.9,,False,2024-08-21
2024-08-21 19:00:00,2024-08-23 18:55:08,2024-08-21,19,6987.15,6152.6,6826.2,4301.3,2470.47,2343.5,2614.3,1731.7,3319.03,3074.5,3113.4,1820.8,1197.65,734.6,1098.5,748.8,,False,2024-08-21
2024-08-21 18:00:00,2024-08-23 17:55:09,2024-08-21,18,4990.76,4378.0,4909.5,2924.8,1943.61,1867.4,1899.2,1209.9,2330.97,2209.6,2316.3,1255.6,716.18,301.0,694.0,459.3,,False,2024-08-21
2024-08-21 17:00:00,2024-08-23 16:55:08,2024-08-21,17,3593.96,3726.9,3576.4,2024.4,1363.17,1306.5,1357.4,843.3,1827.15,2289.6,1877.4,982.4,403.64,130.8,341.6,198.7,,False,2024-08-21
2024-08-21 16:00:00,2024-08-23 15:55:10,2024-08-21,16,38398.67,48120.7,40811.9,22316.4,6502.95,7459.1,6385.5,3448.0,31070.88,40272.0,33662.4,18457.6,824.84,389.6,764.0,410.8,,False,2024-08-21
2024-08-21 15:00:00,2024-08-23 14:55:07,2024-08-21,15,45508.61,57463.8,50123.6,28814.6,3682.73,5422.6,3882.0,1744.2,41274.08,51716.8,45697.6,26782.4,551.8,324.4,544.0,288.0,,False,2024-08-21
2024-08-21 14:00:00,2024-08-23 13:55:06,2024-08-21,14,58023.59,65396.3,62096.3,37592.1,2278.03,3945.9,2449.9,914.5,55237.12,60902.4,59137.6,36396.8,508.44,548.0,508.8,280.8,,False,2024-08-21
2024-08-21 13:00:00,2024-08-23 12:55:06,2024-08-21,13,78939.61,79689.0,85291.7,54991.9,2987.13,3024.6,3196.1,1424.7,75483.68,75664.0,81577.6,53296.0,468.8,1000.4,518.0,271.2,,False,2024-08-21
2024-08-21 12:00:00,2024-08-23 11:55:06,2024-08-21,12,95619.69,101431.4,98919.7,65222.2,3594.33,3221.4,3693.7,1621.8,91168.16,96483.2,94270.4,63081.6,857.2,1726.8,955.6,518.8,,False,2024-08-21
2024-08-21 11:00:00,2024-08-23 10:55:08,2024-08-21,11,105045.71,116608.2,110422.5,74825.7,4451.67,3315.4,4461.3,1977.3,98775.84,111246.4,103944.0,71534.4,1818.2,2046.4,2017.2,1314.0,,False,2024-08-21
2024-08-21 10:00:00,2024-08-23 09:55:15,2024-08-21,10,109862.69,113209.2,112005.5,75483.7,4748.49,5122.4,4373.1,2142.9,102376.0,105790.4,104830.4,71448.0,2738.2,2296.4,2802.0,1892.8,,False,2024-08-21
2024-08-21 09:00:00,2024-08-23 08:55:09,2024-08-21,9,144184.38,148122.8,152875.8,111059.7,5493.9,7391.2,6180.2,3566.9,135452.64,137601.6,143526.4,105369.6,3237.84,3130.0,3169.2,2123.2,,False,2024-08-21
2024-08-21 08:00:00,2024-08-23 07:55:15,2024-08-21,8,193278.06,179961.3,199345.9,154421.2,10965.3,9991.7,11351.1,7259.6,178404.8,165808.0,184080.0,144451.2,3907.96,4161.6,3914.8,2710.4,,False,2024-08-21
2024-08-21 07:00:00,2024-08-23 06:55:07,2024-08-21,7,207932.22,193158.9,211788.3,164786.7,12796.22,11954.5,13043.5,8335.1,190061.92,176980.8,193510.4,152755.2,5074.08,4223.6,5234.4,3696.4,,False,2024-08-21
2024-08-21 06:00:00,2024-08-23 05:55:07,2024-08-21,6,207864.58,203810.5,211554.3,164303.8,14860.86,15086.1,14950.3,9699.0,187323.84,184142.4,190945.6,150662.4,5679.88,4582.0,5658.4,3942.4,,False,2024-08-21
2024-08-21 05:00:00,2024-08-23 04:55:12,2024-08-21,5,217127.62,221964.7,221164.9,173455.2,17396.38,16990.3,17824.5,11822.4,194485.28,199299.2,198272.0,158243.2,5245.96,5675.2,5068.4,3389.6,,False,2024-08-21
2024-08-21 04:00:00,2024-08-23 03:55:07,2024-08-21,4,229072.68,243754.2,233815.5,184132.9,19266.56,20172.6,19380.7,12874.1,204820.16,217427.2,209398.4,167862.4,4985.96,6154.4,5036.4,3396.4,,False,2024-08-21
2024-08-21 03:00:00,2024-08-23 02:55:10,2024-08-21,3,248624.09,263244.6,255305.2,201769.3,21422.25,22473.8,21599.6,14772.1,221413.92,233339.2,227776.0,182742.4,5787.92,7431.6,5929.6,4254.8,,False,2024-08-21
2024-08-21 02:00:00,2024-08-23 01:55:14,2024-08-21,2,265517.61,260751.4,270842.6,212439.7,23364.81,24755.4,24071.4,16740.9,235556.96,227670.4,239859.2,190508.8,6595.84,8325.6,6912.0,5190.0,,False,2024-08-21
2024-08-21 01:00:00,2024-08-23 00:55:12,2024-08-21,1,267824.93,246289.6,271231.5,212401.4,25305.97,25738.0,25477.1,17773.0,234551.68,212321.6,237545.6,188321.6,7967.28,8230.0,8208.8,6306.8,,False,2024-08-21
2024-08-23 00:00:00,2024-08-24 23:55:10,2024-08-22,24,22101.16,21758.3,22424.4,18065.1,2938.04,3257.5,3007.6,2132.4,16863.2,16124.1,17117.9,14099.5,2299.92,2376.7,2298.9,1833.2,,False,2024-08-22
2024-08-22 23:00:00,2024-08-24 22:55:09,2024-08-22,23,21293.45,20902.1,21630.5,17195.8,3197.03,3788.9,3252.4,2358.4,15934.99,14847.3,16187.4,13116.4,2161.43,2265.9,2190.7,1721.0,,False,2024-08-22
2024-08-22 22:00:00,2024-08-24 21:55:11,2024-08-22,22,19353.08,18989.3,19630.8,15144.6,3435.24,4009.3,3574.8,2596.2,13970.37,13118.5,14084.1,11066.7,1947.47,1861.5,1971.9,1481.7,,False,2024-08-22
2024-08-22 21:00:00,2024-08-24 20:55:09,2024-08-22,21,16841.11,16533.8,17176.9,12832.8,4005.49,3937.3,4164.1,3056.8,11419.92,11274.2,11569.6,8816.6,1415.7,1322.3,1443.2,959.4,,False,2024-08-22
2024-08-22 20:00:00,2024-08-24 19:55:10,2024-08-22,20,15239.0,14310.2,15339.9,11224.9,4231.23,4035.3,4289.5,3123.9,9944.93,9255.2,10043.9,7432.6,1062.84,1019.7,1006.5,668.4,,False,2024-08-22
2024-08-22 19:00:00,2024-08-24 18:55:09,2024-08-22,19,12335.95,12256.7,12516.0,8734.0,3508.56,4114.5,3698.7,2572.3,8165.2,7493.3,8157.6,5740.5,662.19,648.9,659.7,421.2,,False,2024-08-22
2024-08-22 18:00:00,2024-08-24 17:55:09,2024-08-22,18,9745.16,9858.1,10187.3,6740.5,3078.74,3749.2,3458.6,2320.4,6227.58,5748.5,6295.8,4160.7,438.84,360.4,432.9,259.4,,False,2024-08-22
2024-08-22 17:00:00,2024-08-24 16:55:10,2024-08-22,17,8271.48,8406.9,8459.5,5476.7,2949.4,3295.1,3115.0,2122.3,5042.69,4877.2,5065.4,3198.5,279.39,234.6,279.1,155.9,,False,2024-08-22
2024-08-22 16:00:00,2024-08-24 15:55:13,2024-08-22,16,7103.84,7580.6,7309.4,4632.1,2310.12,2578.9,2444.8,1611.8,4596.52,4773.7,4666.2,2920.9,197.2,228.0,198.4,99.4,,False,2024-08-22
2024-08-22 15:00:00,2024-08-24 14:55:09,2024-08-22,15,6798.19,7563.6,6970.5,4392.8,1766.91,1940.1,1745.4,1100.6,4828.78,5329.9,5013.5,3194.3,202.5,293.6,211.6,97.9,,False,2024-08-22
2024-08-22 14:00:00,2024-08-24 13:55:09,2024-08-22,14,7619.3,7925.4,7936.4,5168.5,1154.46,1438.9,1130.5,667.6,6164.14,6152.4,6483.2,4326.0,300.7,334.1,322.7,174.9,,False,2024-08-22
2024-08-22 13:00:00,2024-08-24 12:55:09,2024-08-22,13,9257.21,8773.0,9508.1,6662.1,849.04,1184.2,901.6,529.9,7955.17,7166.8,8143.3,5862.5,453.0,422.0,463.2,269.7,,False,2024-08-22
2024-08-22 12:00:00,2024-08-24 11:55:10,2024-08-22,12,10460.16,9210.3,10773.0,7874.0,948.23,1045.3,1018.2,626.3,9022.1,7562.8,9263.3,6951.1,489.83,602.2,491.5,296.6,,False,2024-08-22
2024-08-22 11:00:00,2024-08-24 10:55:09,2024-08-22,11,9755.7,9304.6,9747.2,6720.9,1025.29,956.3,1006.9,598.5,8138.03,7714.6,8108.1,5723.2,592.38,633.7,632.2,399.2,,False,2024-08-22
2024-08-22 10:00:00,2024-08-24 09:55:09,2024-08-22,10,8806.71,9902.4,9054.4,6129.7,797.13,968.7,803.1,454.0,7199.09,8118.8,7401.5,5106.9,810.49,814.9,849.8,568.8,,False,2024-08-22
2024-08-22 09:00:00,2024-08-24 08:55:08,2024-08-22,9,11491.55,12393.1,11941.9,8577.3,970.78,1146.7,1042.9,651.4,9532.57,10201.9,9907.1,7270.0,988.2,1044.5,991.9,655.9,,False,2024-08-22
2024-08-22 08:00:00,2024-08-24 07:55:08,2024-08-22,8,14712.51,14790.9,15119.6,11302.5,1542.87,1517.3,1562.1,1035.5,11811.49,12050.2,12185.5,9303.4,1358.15,1223.4,1372.0,963.6,,False,2024-08-22
2024-08-22 07:00:00,2024-08-24 06:55:10,2024-08-22,7,16309.24,15996.8,16567.3,12699.5,1734.15,1631.4,1747.6,1170.1,13098.66,13178.7,13365.8,10478.7,1476.43,1186.7,1453.9,1050.7,,False,2024-08-22
2024-08-22 06:00:00,2024-08-24 05:55:08,2024-08-22,6,17845.95,17106.5,18126.1,14072.0,2043.54,1826.2,2051.2,1387.1,14314.98,13905.5,14617.5,11631.2,1487.43,1374.8,1457.4,1053.7,,False,2024-08-22
2024-08-22 05:00:00,2024-08-24 04:55:08,2024-08-22,5,19230.38,17818.7,19458.8,15320.9,2261.26,2156.4,2259.6,1533.1,15533.11,14204.6,15769.1,12767.0,1436.01,1457.7,1430.1,1020.8,,False,2024-08-22
2024-08-22 04:00:00,2024-08-24 03:55:09,2024-08-22,4,20374.87,18370.4,20627.6,16394.0,2623.61,2469.3,2643.9,1827.3,16114.07,14264.5,16289.8,13304.9,1637.19,1636.6,1693.9,1261.8,,False,2024-08-22
2024-08-22 03:00:00,2024-08-24 02:55:09,2024-08-22,3,20920.91,19161.8,21018.9,16626.9,3110.75,2858.2,3107.8,2163.0,15990.85,14471.7,16092.6,13087.4,1819.31,1831.9,1818.5,1376.5,,False,2024-08-22
2024-08-22 02:00:00,2024-08-24 01:55:09,2024-08-22,2,20393.44,20525.4,20470.9,16025.1,3271.5,3185.2,3276.5,2318.6,15261.2,15240.7,15335.2,12278.3,1860.74,2099.5,1859.2,1428.2,,False,2024-08-22
2024-08-22 01:00:00,2024-08-24 00:55:08,2024-08-22,1,20326.83,20963.5,20704.6,16282.0,3436.9,3654.1,3499.8,2517.0,14944.4,15113.1,15230.5,12221.2,1945.53,2196.3,1974.3,1543.8,,False,2024-08-22
2024-08-24 00:00:00,2024-08-25 23:55:08,2024-08-23,24,22636.53,20120.2,23083.8,18946.3,4103.28,3277.6,4123.6,3072.3,16653.17,14788.3,17072.8,14481.7,1880.08,2054.3,1887.4,1392.3,,False,2024-08-23
2024-08-23 23:00:00,2024-08-25 22:55:10,2024-08-23,23,21220.38,20732.1,21119.2,16874.9,4066.39,3618.9,4002.2,2982.2,15130.06,15006.7,15122.2,12381.1,2023.93,2106.5,1994.8,1511.6,,False,2024-08-23
2024-08-23 22:00:00,2024-08-25 21:55:08,2024-08-23,22,19168.86,19210.9,19475.6,15201.8,3728.86,3609.0,3673.0,2751.7,13222.42,13590.9,13535.3,10674.4,2217.58,2011.0,2267.3,1775.7,,False,2024-08-23
2024-08-23 21:00:00,2024-08-25 20:55:09,2024-08-23,21,18162.02,17191.3,18548.8,14169.6,3897.2,3715.9,3885.7,2873.7,11943.24,11662.2,12384.4,9434.7,2321.58,1813.2,2278.7,1861.2,,False,2024-08-23
2024-08-23 20:00:00,2024-08-25 19:55:08,2024-08-23,20,15342.56,14818.6,15502.8,11207.0,3749.87,3693.3,3774.2,2678.4,9772.53,9454.4,9914.2,7059.9,1820.16,1670.9,1814.4,1468.7,,False,2024-08-23
2024-08-23 19:00:00,2024-08-25 18:55:08,2024-08-23,19,12583.67,11357.0,12598.9,8619.5,3345.45,3383.0,3344.0,2272.5,7930.25,6882.4,7988.9,5446.6,1307.97,1091.6,1266.0,900.4,,False,2024-08-23
2024-08-23 18:00:00,2024-08-25 17:55:07,2024-08-23,18,10257.97,9244.7,10116.9,6710.2,2915.08,3060.6,2838.2,1887.9,6190.99,5251.3,6114.4,4040.9,1151.9,932.8,1164.3,781.4,,False,2024-08-23
2024-08-23 17:00:00,2024-08-25 16:55:08,2024-08-23,17,7786.36,7869.9,7667.4,4822.5,2256.13,2445.1,2274.2,1470.3,4746.9,4722.8,4680.9,2897.3,783.33,702.0,712.3,454.9,,False,2024-08-23
2024-08-23 16:00:00,2024-08-25 15:55:08,2024-08-23,16,6334.27,7875.8,6424.9,3908.0,1714.37,2055.5,1701.5,1066.8,3975.4,5266.5,4077.0,2444.0,644.5,553.8,646.4,397.2,,False,2024-08-23
2024-08-23 15:00:00,2024-08-25 14:55:07,2024-08-23,15,6426.54,7765.3,6720.4,4138.9,1197.46,1599.3,1217.8,735.4,4606.31,5635.9,4862.7,3011.1,622.77,530.1,639.9,392.4,,False,2024-08-23
2024-08-23 14:00:00,2024-08-25 13:55:08,2024-08-23,14,8587.71,8407.7,9012.0,5987.9,929.51,1184.3,974.7,578.3,6909.43,6467.3,7281.9,4935.5,748.77,756.1,755.4,474.1,,False,2024-08-23
2024-08-23 13:00:00,2024-08-25 12:55:08,2024-08-23,13,10955.66,9606.7,11307.3,8062.9,819.4,1046.5,864.9,510.7,9279.89,7597.9,9569.0,6978.5,856.37,962.3,873.4,573.7,,False,2024-08-23
2024-08-23 12:00:00,2024-08-25 11:55:07,2024-08-23,12,12645.83,11233.5,12791.7,9329.0,879.19,897.6,903.5,544.2,10586.5,9342.7,10666.5,7949.0,1180.14,993.2,1221.7,835.8,,False,2024-08-23
2024-08-23 11:00:00,2024-08-25 10:55:07,2024-08-23,11,12687.55,12141.3,12781.6,9338.8,973.6,774.5,984.3,612.4,10262.34,10266.3,10349.1,7691.1,1451.61,1100.5,1448.2,1035.3,,False,2024-08-23
2024-08-23 10:00:00,2024-08-25 09:55:07,2024-08-23,10,12295.66,12297.5,12426.6,9139.4,886.76,787.6,840.9,547.1,10126.54,10167.2,10371.2,7731.3,1282.36,1342.7,1214.5,861.0,,False,2024-08-23
2024-08-23 09:00:00,2024-08-25 08:55:08,2024-08-23,9,13190.77,13452.6,13743.3,10416.9,748.78,845.0,793.9,515.3,11197.33,11167.6,11647.7,8959.6,1244.66,1440.0,1301.7,942.0,,False,2024-08-23
2024-08-23 08:00:00,2024-08-25 07:55:07,2024-08-23,8,16036.82,14908.4,16521.2,12814.6,1041.68,961.5,1064.1,708.9,13316.26,12367.3,13757.5,10794.8,1678.88,1579.6,1699.6,1310.9,,False,2024-08-23
2024-08-23 07:00:00,2024-08-25 06:55:07,2024-08-23,7,17224.29,16098.9,17473.7,13752.1,1170.19,1286.6,1191.1,789.2,14239.11,13027.4,14473.3,11540.3,1814.99,1784.9,1809.3,1422.6,,False,2024-08-23
2024-08-23 06:00:00,2024-08-25 05:55:08,2024-08-23,6,17754.27,16569.6,18008.3,14112.8,1360.39,1366.9,1422.6,907.4,14472.3,13339.6,14674.3,11725.7,1921.58,1863.1,1911.4,1479.7,,False,2024-08-23
2024-08-23 05:00:00,2024-08-25 04:55:07,2024-08-23,5,18509.31,17551.8,18853.5,14761.7,1829.66,1634.5,1861.4,1235.6,14661.95,14056.8,14976.4,11967.5,2017.7,1860.5,2015.7,1558.6,,False,2024-08-23
2024-08-23 04:00:00,2024-08-25 03:55:07,2024-08-23,4,18682.08,19415.3,18902.2,14721.4,1913.74,2079.0,1892.1,1261.6,14782.2,15294.7,15055.7,11964.5,1986.14,2041.6,1954.4,1495.3,,False,2024-08-23
2024-08-23 03:00:00,2024-08-25 02:55:07,2024-08-23,3,19421.66,21109.2,20054.9,15789.0,2206.73,2494.8,2274.7,1557.1,15188.03,16375.6,15728.3,12641.2,2026.9,2238.8,2051.9,1590.7,,False,2024-08-23
2024-08-23 02:00:00,2024-08-25 01:55:07,2024-08-23,2,21023.52,21607.3,21649.1,17301.5,2598.16,2776.1,2653.3,1848.1,16253.35,16530.6,16763.0,13689.1,2172.01,2300.6,2232.8,1764.3,,False,2024-08-23
2024-08-23 01:00:00,2024-08-25 00:55:10,2024-08-23,1,22411.47,21918.2,23047.0,18729.3,2777.42,2982.1,2879.8,2037.7,17279.15,16640.4,17784.1,14767.5,2354.9,2295.7,2383.1,1924.1,,False,2024-08-23
2024-08-25 00:00:00,2024-08-26 23:55:09,2024-08-24,24,20195.13,20264.5,20653.7,16605.2,2018.68,2369.0,2043.4,1418.6,16335.66,16129.3,16804.8,13824.0,1840.79,1766.2,1805.5,1362.6,,False,2024-08-24
2024-08-24 23:00:00,2024-08-26 22:55:10,2024-08-24,23,20770.88,20562.1,21215.9,17042.7,2470.85,2916.9,2558.5,1813.4,16540.45,16003.9,16895.3,13894.5,1759.58,1641.3,1762.1,1334.8,,False,2024-08-24
2024-08-24 22:00:00,2024-08-26 21:55:09,2024-08-24,22,20462.91,19869.2,20628.1,16260.4,3063.76,3504.5,3143.8,2271.6,15802.54,14737.6,15924.9,12856.8,1596.61,1627.1,1559.4,1132.0,,False,2024-08-24
2024-08-24 21:00:00,2024-08-26 20:55:09,2024-08-24,21,19841.44,18655.7,20227.3,15586.0,3868.62,3898.6,4063.1,3080.4,14676.41,13281.7,14882.8,11617.4,1296.41,1475.4,1281.4,888.2,,False,2024-08-24
2024-08-24 20:00:00,2024-08-26 19:55:09,2024-08-24,20,18773.69,15959.1,19029.2,14218.2,4629.27,4141.5,4839.6,3670.6,12836.45,10531.0,12851.7,9607.8,1307.97,1286.6,1337.9,939.8,,False,2024-08-24
2024-08-24 19:00:00,2024-08-26 18:55:09,2024-08-24,19,16329.03,14684.3,16184.2,11503.9,4680.33,4100.1,4641.9,3421.0,10360.21,9419.5,10236.9,7176.0,1288.49,1164.7,1305.4,906.9,,False,2024-08-24
2024-08-24 18:00:00,2024-08-26 17:55:09,2024-08-24,18,12265.86,12340.8,12368.2,8271.9,4012.22,3760.9,4023.0,2795.2,7146.39,7579.1,7261.2,4754.5,1107.25,1000.8,1084.0,722.2,,False,2024-08-24
2024-08-24 17:00:00,2024-08-26 16:55:10,2024-08-24,17,10050.27,10241.5,10112.0,6599.7,3464.32,3261.1,3350.7,2270.9,5743.11,6051.0,5937.5,3815.0,842.84,929.4,823.8,513.8,,False,2024-08-24
2024-08-24 16:00:00,2024-08-26 15:55:09,2024-08-24,16,7988.19,8932.5,8078.0,5115.6,2659.81,3000.9,2581.7,1698.0,4632.14,5133.7,4778.9,2974.3,696.24,797.9,717.4,443.3,,False,2024-08-24
2024-08-24 15:00:00,2024-08-26 14:55:09,2024-08-24,15,6733.59,6902.9,6846.0,4265.3,2246.17,2235.5,2201.7,1419.1,3742.31,4029.1,3859.8,2336.8,745.11,638.3,784.5,509.4,,False,2024-08-24
2024-08-24 14:00:00,2024-08-26 13:55:09,2024-08-24,14,5854.42,4991.7,5821.1,3601.3,1729.69,1219.9,1669.5,1035.1,3365.39,3211.7,3399.5,2073.3,759.34,560.1,752.1,492.9,,False,2024-08-24
2024-08-24 13:00:00,2024-08-26 12:55:10,2024-08-24,13,5370.47,4572.6,5367.1,3356.1,1090.37,736.6,1002.6,570.8,3537.48,3282.6,3623.2,2267.7,742.62,553.4,741.3,517.6,,False,2024-08-24
2024-08-24 12:00:00,2024-08-26 11:55:08,2024-08-24,12,5551.39,5301.4,5602.5,3490.1,448.32,466.4,432.4,211.5,4373.18,4278.1,4462.4,2801.2,729.89,556.9,707.7,477.4,,False,2024-08-24
2024-08-24 11:00:00,2024-08-26 10:55:08,2024-08-24,11,6561.44,7464.9,6690.2,4362.2,352.33,343.8,359.9,194.8,5451.37,6367.3,5563.8,3655.6,757.74,753.8,766.5,511.8,,False,2024-08-24
2024-08-24 10:00:00,2024-08-26 09:55:08,2024-08-24,10,7270.13,9891.5,7613.4,5045.4,342.78,414.7,338.9,189.7,6090.34,8449.4,6433.4,4282.0,837.01,1027.4,841.1,573.7,,False,2024-08-24
2024-08-24 09:00:00,2024-08-26 08:55:09,2024-08-24,9,9094.37,11332.2,9813.5,6907.3,303.36,375.6,321.5,190.2,7718.47,9732.6,8395.8,5958.4,1072.54,1224.0,1096.2,758.7,,False,2024-08-24
2024-08-24 08:00:00,2024-08-26 07:55:10,2024-08-24,8,11541.92,12443.8,11989.2,8767.9,447.57,492.2,464.7,288.7,9659.36,10536.6,10070.9,7440.9,1434.99,1415.0,1453.6,1038.3,,False,2024-08-24
2024-08-24 07:00:00,2024-08-26 06:55:08,2024-08-24,7,13296.43,13674.5,13637.3,10198.4,478.3,677.4,469.6,290.2,11169.68,11348.4,11517.1,8696.7,1648.45,1648.7,1650.6,1211.5,,False,2024-08-24
2024-08-24 06:00:00,2024-08-26 05:55:08,2024-08-24,6,14388.6,13624.4,14775.0,11212.6,646.93,975.3,690.4,442.5,11974.48,10860.7,12309.2,9423.3,1767.19,1788.4,1775.4,1346.8,,False,2024-08-24
2024-08-24 05:00:00,2024-08-26 04:55:10,2024-08-24,5,14909.68,15063.3,15104.0,11619.0,1011.56,1437.0,1062.7,668.8,11858.03,11751.6,12007.8,9366.0,2040.09,1874.7,2033.5,1584.2,,False,2024-08-24
2024-08-24 04:00:00,2024-08-26 03:55:08,2024-08-24,4,14951.56,17226.9,15269.8,11790.6,1530.49,2008.9,1614.3,1069.9,11260.18,13446.5,11510.2,9031.9,2160.89,1771.5,2145.3,1688.8,,False,2024-08-24
2024-08-24 03:00:00,2024-08-26 02:55:09,2024-08-24,3,16220.68,18731.2,17017.4,13013.7,2220.7,2417.7,2337.5,1614.8,11898.8,14530.4,12603.1,9810.8,2101.18,1783.1,2076.8,1588.1,,False,2024-08-24
2024-08-24 02:00:00,2024-08-26 01:55:08,2024-08-24,2,18030.89,20463.4,18719.3,14666.9,2906.37,3163.9,2948.5,2112.0,13393.0,15506.3,14050.2,11251.2,1731.52,1793.2,1720.6,1303.7,,False,2024-08-24
2024-08-24 01:00:00,2024-08-26 00:55:08,2024-08-24,1,20186.08,20316.0,21040.4,17076.8,3329.04,3323.0,3351.4,2456.6,15086.88,15170.1,15901.5,13272.8,1770.16,1822.9,1787.5,1347.4,,False,2024-08-24
2024-08-26 00:00:00,2024-08-27 23:55:12,2024-08-25,24,14794.61,14901.0,15076.0,10832.7,2085.66,2194.3,2171.9,1494.4,11414.37,11340.7,11601.3,8431.3,1294.58,1366.0,1302.8,907.0,,False,2024-08-25
2024-08-25 23:00:00,2024-08-27 22:55:09,2024-08-25,23,14895.63,14818.9,15141.2,10822.4,2753.07,2530.8,2792.1,2009.9,10889.43,11110.3,11126.5,7987.3,1253.13,1177.8,1222.6,825.2,,False,2024-08-25
2024-08-25 22:00:00,2024-08-27 21:55:09,2024-08-25,22,14217.28,15225.2,14352.8,9974.6,3039.16,2974.9,3028.4,2203.6,9945.27,11078.8,10093.7,6944.5,1232.85,1171.5,1230.7,826.5,,False,2024-08-25
2024-08-25 21:00:00,2024-08-27 20:55:08,2024-08-25,21,13661.72,13984.6,14125.6,9825.9,3189.15,3302.4,3246.6,2386.0,9555.08,9709.6,9986.1,6872.3,917.49,972.6,892.9,567.6,,False,2024-08-25
2024-08-25 20:00:00,2024-08-27 19:55:08,2024-08-25,20,14454.49,13354.9,14660.1,10252.9,3717.44,3830.1,3804.0,2801.7,9881.09,8656.2,9984.5,6871.9,855.96,868.6,871.6,579.3,,False,2024-08-25
2024-08-25 19:00:00,2024-08-27 18:55:07,2024-08-25,19,13004.36,12297.7,13055.3,8909.4,3760.88,3719.7,3767.4,2657.7,8531.58,7769.3,8586.1,5807.6,711.9,808.7,701.8,444.1,,False,2024-08-25
2024-08-25 18:00:00,2024-08-27 17:55:08,2024-08-25,18,11203.26,10672.6,11350.0,7514.0,3617.08,3643.7,3715.8,2555.8,7006.44,6338.9,7050.5,4595.9,579.74,690.0,583.7,362.3,,False,2024-08-25
2024-08-25 17:00:00,2024-08-27 16:55:08,2024-08-25,17,9029.45,8571.0,9104.8,5869.2,2934.31,3020.3,2839.4,1907.0,5598.25,5068.6,5756.5,3657.0,496.89,482.1,508.9,305.2,,False,2024-08-25
2024-08-25 16:00:00,2024-08-27 15:55:08,2024-08-25,16,7190.72,7102.0,7233.6,4517.6,2679.67,2371.5,2679.6,1773.3,4067.06,4326.0,4092.5,2469.2,443.99,404.5,461.5,275.1,,False,2024-08-25
2024-08-25 15:00:00,2024-08-27 14:55:08,2024-08-25,15,5182.34,5083.9,5145.8,3021.6,1964.49,1798.0,1831.0,1158.0,2881.99,2969.9,2985.7,1683.2,335.86,316.0,329.1,180.4,,False,2024-08-25
2024-08-25 14:00:00,2024-08-27 13:55:08,2024-08-25,14,3555.67,3387.6,3622.8,1949.7,1164.38,1036.9,1145.0,673.3,2120.86,2107.0,2203.5,1137.1,270.43,243.7,274.3,139.3,,False,2024-08-25
2024-08-25 13:00:00,2024-08-27 12:55:07,2024-08-25,13,2304.84,3404.6,2240.7,1021.5,704.92,656.2,642.4,309.5,1388.33,2514.8,1386.7,621.2,211.59,233.6,211.6,90.8,,False,2024-08-25
2024-08-25 12:00:00,2024-08-27 11:55:07,2024-08-25,12,2801.28,3748.0,3145.2,1663.1,305.44,407.9,309.0,119.6,2274.11,3109.3,2599.0,1442.1,221.73,230.8,237.2,101.4,,False,2024-08-25
2024-08-25 11:00:00,2024-08-27 10:55:08,2024-08-25,11,5950.52,4981.2,6543.3,4091.1,330.61,306.5,358.4,189.8,5300.13,4313.6,5848.6,3713.1,319.78,361.1,336.3,188.2,,False,2024-08-25
2024-08-25 10:00:00,2024-08-27 09:55:07,2024-08-25,10,7467.44,6745.9,7171.1,4598.6,351.61,361.5,330.2,183.2,6726.43,5870.7,6463.7,4183.4,389.4,513.7,377.2,232.0,,False,2024-08-25
2024-08-25 09:00:00,2024-08-27 08:55:07,2024-08-25,9,7579.65,8330.4,8029.6,5281.9,366.54,432.7,411.8,250.9,6614.75,7178.3,6976.3,4607.3,598.36,719.4,641.5,423.7,,False,2024-08-25
